method,data_fraction,seed,emotion,precision,recall,f1,support,tp,fp,fn,tn
svm_tfidf,0.01,21,gratitude,0.9366666666666666,0.7982954545454546,0.8619631901840491,352,281,19,71,5056
svm_tfidf,0.01,21,grief,0.0,0.0,0.0,6,0,0,6,5421
svm_tfidf,0.01,21,joy,0.36666666666666664,0.06832298136645963,0.11518324607329843,161,11,19,150,5247
svm_tfidf,0.01,21,love,0.7222222222222222,0.6008403361344538,0.6559633027522935,238,143,55,95,5134
svm_tfidf,0.01,21,nervousness,0.0,0.0,0.0,23,0,0,23,5404
svm_tfidf,0.01,21,neutral,0.48093023255813955,0.289311695579183,0.3612858141160028,1787,517,558,1270,3082
svm_tfidf,0.01,21,optimism,0.65,0.13978494623655913,0.23008849557522124,186,26,14,160,5227
svm_tfidf,0.01,21,pride,0.0,0.0,0.0,16,0,0,16,5411
svm_tfidf,0.01,21,realization,0.0,0.0,0.0,145,0,0,145,5282
svm_tfidf,0.01,21,relief,0.0,0.0,0.0,11,0,0,11,5416
svm_tfidf,0.01,21,remorse,0.5769230769230769,0.26785714285714285,0.36585365853658536,56,15,11,41,5360
svm_tfidf,0.01,21,sadness,0.8333333333333334,0.1282051282051282,0.2222222222222222,156,20,4,136,5267
svm_tfidf,0.01,21,surprise,0.28,0.04964539007092199,0.08433734939759036,141,7,18,134,5268
svm_tfidf,0.05,21,admiration,0.5730593607305936,0.498015873015873,0.5329087048832272,504,251,187,253,4736
svm_tfidf,0.05,21,amusement,0.743801652892562,0.6818181818181818,0.7114624505928854,264,180,62,84,5101
svm_tfidf,0.05,21,anger,0.34375,0.16666666666666666,0.22448979591836735,198,33,63,165,5166
svm_tfidf,0.05,21,annoyance,0.2857142857142857,0.1,0.14814814814814814,320,32,80,288,5027
svm_tfidf,0.05,21,approval,0.2545454545454545,0.15954415954415954,0.19614711033274956,351,56,164,295,4912
svm_tfidf,0.05,21,caring,0.24444444444444444,0.08148148148148149,0.12222222222222222,135,11,34,124,5258
svm_tfidf,0.05,21,confusion,0.24,0.0784313725490196,0.11822660098522167,153,12,38,141,5236
svm_tfidf,0.05,21,curiosity,0.17567567567567569,0.045774647887323945,0.07262569832402235,284,13,61,271,5082
svm_tfidf,0.05,21,desire,0.42857142857142855,0.25301204819277107,0.3181818181818182,83,21,28,62,5316
svm_tfidf,0.05,21,disappointment,0.11864406779661017,0.046357615894039736,0.06666666666666667,151,7,52,144,5224
svm_tfidf,0.05,21,disapproval,0.16666666666666666,0.06741573033707865,0.096,267,18,90,249,5070
svm_tfidf,0.05,21,disgust,0.6222222222222222,0.22764227642276422,0.3333333333333333,123,28,17,95,5287
svm_tfidf,0.05,21,embarrassment,0.0,0.0,0.0,37,0,2,37,5388
svm_tfidf,0.05,21,excitement,0.38636363636363635,0.1650485436893204,0.23129251700680273,103,17,27,86,5297
svm_tfidf,0.05,21,fear,0.52,0.16666666666666666,0.2524271844660194,78,13,12,65,5337
svm_tfidf,0.05,21,gratitude,0.8610354223433242,0.8977272727272727,0.8789986091794159,352,316,51,36,5024
svm_tfidf,0.05,21,grief,0.0,0.0,0.0,6,0,0,6,5421
svm_tfidf,0.05,21,joy,0.5114503816793893,0.4161490683229814,0.4589041095890411,161,67,64,94,5202
svm_tfidf,0.05,21,love,0.7228915662650602,0.7563025210084033,0.7392197125256673,238,180,69,58,5120
svm_tfidf,0.05,21,nervousness,0.0,0.0,0.0,23,0,1,23,5403
